HDR,ROLLING SYSTEM DEMAND
VD,20211022150000,34608
VD,20211022150500,34703
VD,20211022151000,34780
VD,20211022151500,34866
VD,20211022152000,34904
VD,20211022152500,35107
VD,20211022153000,35223
VD,20211022153500,35483
VD,20211022154000,35668
VD,20211022154500,35853
VD,20211022155000,36143
VD,20211022155500,36348
VD,20211022160000,36438
VD,20211022160500,36560
VD,20211022161000,36638
VD,20211022161500,36736
VD,20211022162000,36919
VD,20211022162500,37062
VD,20211022163000,37138
VD,20211022163500,37218
VD,20211022164000,37315
VD,20211022164500,37419
VD,20211022165000,37482
VD,20211022165500,37501
VD,20211022170000,37611
VD,20211022170500,37883
VD,20211022171000,38095
VD,20211022171500,38266
VD,20211022172000,38465
VD,20211022172500,38545
VD,20211022173000,38528
VD,20211022173500,38443
VD,20211022174000,38317
VD,20211022174500,38233
VD,20211022175000,38111
VD,20211022175500,37938
VD,20211022180000,37732
VD,20211022180500,37541
VD,20211022181000,37540
VD,20211022181500,37456
VD,20211022182000,37408
VD,20211022182500,37325
VD,20211022183000,37257
VD,20211022183500,37322
VD,20211022184000,37290
VD,20211022184500,37077
VD,20211022185000,36864
VD,20211022185500,36573
VD,20211022190000,36304
VD,20211022190500,36131
VD,20211022191000,35820
VD,20211022191500,35416
VD,20211022192000,35091
VD,20211022192500,34764
VD,20211022193000,34565
VD,20211022193500,34476
VD,20211022194000,34359
VD,20211022194500,34210
VD,20211022195000,33955
VD,20211022195500,33763
VD,20211022200000,33674
VD,20211022200500,33616
VD,20211022201000,33375
VD,20211022201500,33125
VD,20211022202000,32968
VD,20211022202500,32750
VD,20211022203000,32440
VD,20211022203500,32322
VD,20211022204000,32028
VD,20211022204500,31881
VD,20211022205000,31738
VD,20211022205500,31513
VD,20211022210000,31185
VD,20211022210500,30942
VD,20211022211000,30447
VD,20211022211500,30093
VD,20211022212000,29840
VD,20211022212500,29576
VD,20211022213000,29167
VD,20211022213500,28910
VD,20211022214000,28646
VD,20211022214500,28350
VD,20211022215000,28054
VD,20211022215500,27891
VD,20211022220000,27590
VD,20211022220500,27174
VD,20211022221000,27167
VD,20211022221500,26917
VD,20211022222000,26667
VD,20211022222500,26431
VD,20211022223000,26276
VD,20211022223500,26113
VD,20211022224000,25912
VD,20211022224500,25586
VD,20211022225000,25431
VD,20211022225500,25257
VD,20211022230000,24908
VD,20211022230500,24899
VD,20211022231000,24748
VD,20211022231500,24415
VD,20211022232000,24261
VD,20211022232500,24196
VD,20211022233000,24005
VD,20211022233500,23898
VD,20211022234000,23793
VD,20211022234500,23616
VD,20211022235000,23531
VD,20211022235500,23473
VD,20211023000000,23408
VD,20211023000500,23530
VD,20211023001000,23527
VD,20211023001500,23472
VD,20211023002000,23370
VD,20211023002500,23482
VD,20211023003000,23514
VD,20211023003500,23780
VD,20211023004000,23900
VD,20211023004500,23951
VD,20211023005000,24037
VD,20211023005500,23972
VD,20211023010000,23892
VD,20211023010500,23928
VD,20211023011000,23864
VD,20211023011500,23796
VD,20211023012000,23690
VD,20211023012500,23641
VD,20211023013000,23536
VD,20211023013500,23471
VD,20211023014000,23387
VD,20211023014500,23344
VD,20211023015000,23449
VD,20211023015500,23444
VD,20211023020000,23323
VD,20211023020500,23348
VD,20211023021000,23325
VD,20211023021500,23291
VD,20211023022000,23439
VD,20211023022500,23414
VD,20211023023000,23331
VD,20211023023500,23352
VD,20211023024000,23331
VD,20211023024500,23314
VD,20211023025000,23270
VD,20211023025500,23230
VD,20211023030000,23133
VD,20211023030500,23063
VD,20211023031000,23116
VD,20211023031500,23112
VD,20211023032000,23007
VD,20211023032500,22943
VD,20211023033000,22878
VD,20211023033500,22768
VD,20211023034000,22764
VD,20211023034500,22792
VD,20211023035000,22746
VD,20211023035500,22702
VD,20211023040000,22652
VD,20211023040500,22399
VD,20211023041000,22528
VD,20211023041500,22611
VD,20211023042000,22688
VD,20211023042500,22731
VD,20211023043000,22906
VD,20211023043500,23176
VD,20211023044000,23265
VD,20211023044500,23159
VD,20211023045000,22621
VD,20211023045500,23148
VD,20211023050000,23373
VD,20211023050500,23604
VD,20211023051000,23808
VD,20211023051500,23825
VD,20211023052000,23882
VD,20211023052500,23947
VD,20211023053000,24137
VD,20211023053500,24395
VD,20211023054000,24531
VD,20211023054500,24769
VD,20211023055000,24994
VD,20211023055500,25087
VD,20211023060000,24986
VD,20211023060500,25254
VD,20211023061000,25635
VD,20211023061500,25822
VD,20211023062000,25992
VD,20211023062500,26286
VD,20211023063000,26424
VD,20211023063500,26570
VD,20211023064000,26719
VD,20211023064500,26954
VD,20211023065000,27025
VD,20211023065500,27195
VD,20211023070000,27411
VD,20211023070500,27772
VD,20211023071000,28172
VD,20211023071500,28311
VD,20211023072000,28424
VD,20211023072500,28555
VD,20211023073000,28653
VD,20211023073500,28830
VD,20211023074000,28807
VD,20211023074500,28904
VD,20211023075000,29097
VD,20211023075500,29218
VD,20211023080000,29360
VD,20211023080500,29675
VD,20211023081000,29782
VD,20211023081500,29771
VD,20211023082000,29810
VD,20211023082500,29836
VD,20211023083000,30027
VD,20211023083500,30022
VD,20211023084000,30089
VD,20211023084500,30031
VD,20211023085000,30403
VD,20211023085500,30563
VD,20211023090000,30560
VD,20211023090500,30505
VD,20211023091000,30539
VD,20211023091500,30564
VD,20211023092000,30595
VD,20211023092500,30514
VD,20211023093000,30387
VD,20211023093500,30314
VD,20211023094000,30233
VD,20211023094500,30164
VD,20211023095000,30115
VD,20211023095500,30030
VD,20211023100000,29959
VD,20211023100500,30068
VD,20211023101000,30066
VD,20211023101500,30040
VD,20211023102000,30006
VD,20211023102500,29852
VD,20211023103000,29746
VD,20211023103500,29817
VD,20211023104000,29800
VD,20211023104500,29690
VD,20211023105000,29636
VD,20211023105500,29599
VD,20211023110000,29539
VD,20211023110500,29555
VD,20211023111000,29591
VD,20211023111500,29590
VD,20211023112000,29504
VD,20211023112500,29461
VD,20211023113000,29436
VD,20211023113500,29398
VD,20211023114000,29230
VD,20211023114500,29275
VD,20211023115000,29339
VD,20211023115500,29263
VD,20211023120000,29128
VD,20211023120500,29148
VD,20211023121000,29132
VD,20211023121500,29033
VD,20211023122000,28904
VD,20211023122500,28751
VD,20211023123000,28742
VD,20211023123500,28703
VD,20211023124000,28598
VD,20211023124500,28551
VD,20211023125000,28428
VD,20211023125500,28341
VD,20211023130000,28315
VD,20211023130500,28411
VD,20211023131000,28363
VD,20211023131500,28308
VD,20211023132000,28311
VD,20211023132500,28333
VD,20211023133000,28339
VD,20211023133500,28347
VD,20211023134000,28321
VD,20211023134500,28323
VD,20211023135000,28223
VD,20211023135500,28263
VD,20211023140000,28213
VD,20211023140500,28120
VD,20211023141000,28281
VD,20211023141500,28261
VD,20211023142000,28296
VD,20211023142500,28394
VD,20211023143000,28390
VD,20211023143500,28507
VD,20211023144000,28610
VD,20211023144500,28641
VD,20211023145000,28750
VD,20211023145500,28889
VD,20211023150000,29012
VD,20211023150500,29034
VD,20211023151000,29287
VD,20211023151500,29521
VD,20211023152000,29684
VD,20211023152500,29904
VD,20211023153000,30096
VD,20211023153500,30288
VD,20211023154000,30581
VD,20211023154500,30634
VD,20211023155000,30840
VD,20211023155500,30977
VD,20211023160000,31153
VD,20211023160500,31516
VD,20211023161000,31656
VD,20211023161500,31898
VD,20211023162000,32095
VD,20211023162500,32282
VD,20211023163000,32427
VD,20211023163500,32629
VD,20211023164000,32730
VD,20211023164500,32832
VD,20211023165000,32985
VD,20211023165500,33115
VD,20211023170000,33239
VD,20211023170500,33499
VD,20211023171000,33829
VD,20211023171500,33841
VD,20211023172000,33899
VD,20211023172500,33895
VD,20211023173000,33862
VD,20211023173500,33920
VD,20211023174000,33771
VD,20211023174500,33608
VD,20211023175000,33505
VD,20211023175500,33369
VD,20211023180000,33251
VD,20211023180500,33155
VD,20211023181000,33112
VD,20211023181500,32980
VD,20211023182000,32848
VD,20211023182500,32531
VD,20211023183000,32207
VD,20211023183500,32004
VD,20211023184000,31723
VD,20211023184500,31425
VD,20211023185000,31255
VD,20211023185500,30984
VD,20211023190000,30808
VD,20211023190500,30539
VD,20211023191000,30349
VD,20211023191500,30127
VD,20211023192000,29911
VD,20211023192500,29713
VD,20211023193000,29569
VD,20211023193500,29513
VD,20211023194000,29424
VD,20211023194500,29130
VD,20211023195000,28914
VD,20211023195500,28790
VD,20211023200000,28650
VD,20211023200500,28534
VD,20211023201000,28220
VD,20211023201500,27945
VD,20211023202000,27743
VD,20211023202500,27433
VD,20211023203000,27282
VD,20211023203500,27156
VD,20211023204000,26949
VD,20211023204500,26787
VD,20211023205000,26597
VD,20211023205500,26433
VD,20211023210000,26168
VD,20211023210500,26130
VD,20211023211000,26272
VD,20211023211500,26045
VD,20211023212000,25774
VD,20211023212500,25540
VD,20211023213000,25324
VD,20211023213500,25138
VD,20211023214000,24930
VD,20211023214500,24715
VD,20211023215000,24558
VD,20211023215500,24148
VD,20211023220000,23937
VD,20211023220500,23934
VD,20211023221000,23866
VD,20211023221500,23699
VD,20211023222000,23636
VD,20211023222500,23597
VD,20211023223000,23522
VD,20211023223500,23432
VD,20211023224000,23352
VD,20211023224500,23216
VD,20211023225000,22906
VD,20211023225500,22735
VD,20211023230000,22596
VD,20211023230500,22758
VD,20211023231000,22820
VD,20211023231500,22837
VD,20211023232000,22705
VD,20211023232500,22529
VD,20211023233000,22343
VD,20211023233500,22382
VD,20211023234000,22342
VD,20211023234500,22356
VD,20211023235000,22262
VD,20211023235500,22174
VD,20211024000000,22137
VD,20211024000500,22128
VD,20211024001000,22021
VD,20211024001500,21979
VD,20211024002000,21806
VD,20211024002500,21777
VD,20211024003000,21820
VD,20211024003500,21866
VD,20211024004000,21962
VD,20211024004500,21931
VD,20211024005000,21926
VD,20211024005500,21952
VD,20211024010000,21994
VD,20211024010500,22184
VD,20211024011000,22273
VD,20211024011500,22219
VD,20211024012000,22176
VD,20211024012500,22238
VD,20211024013000,22148
VD,20211024013500,22097
VD,20211024014000,21987
VD,20211024014500,21913
VD,20211024015000,21853
VD,20211024015500,21852
VD,20211024020000,21858
VD,20211024020500,21806
VD,20211024021000,21887
VD,20211024021500,21856
VD,20211024022000,21792
VD,20211024022500,21726
VD,20211024023000,21647
VD,20211024023500,21620
VD,20211024024000,21635
VD,20211024024500,21651
VD,20211024025000,21656
VD,20211024025500,21593
VD,20211024030000,21554
VD,20211024030500,21643
VD,20211024031000,21737
VD,20211024031500,21882
VD,20211024032000,21869
VD,20211024032500,21869
VD,20211024033000,21860
VD,20211024033500,21890
VD,20211024034000,21832
VD,20211024034500,21796
VD,20211024035000,21765
VD,20211024035500,21690
VD,20211024040000,21590
VD,20211024040500,21523
VD,20211024041000,21582
VD,20211024041500,21542
VD,20211024042000,21484
VD,20211024042500,21600
VD,20211024043000,21603
VD,20211024043500,21520
VD,20211024044000,21506
VD,20211024044500,21510
VD,20211024045000,21650
VD,20211024045500,21864
VD,20211024050000,21729
VD,20211024050500,21710
VD,20211024051000,21681
VD,20211024051500,21776
VD,20211024052000,22088
VD,20211024052500,22292
VD,20211024053000,22431
VD,20211024053500,22632
VD,20211024054000,22744
VD,20211024054500,22837
VD,20211024055000,22912
VD,20211024055500,22873
VD,20211024060000,22856
VD,20211024060500,23003
VD,20211024061000,23352
VD,20211024061500,23286
VD,20211024062000,23372
VD,20211024062500,23322
VD,20211024063000,23358
VD,20211024063500,23254
VD,20211024064000,23348
VD,20211024064500,23468
VD,20211024065000,23670
VD,20211024065500,23533
VD,20211024070000,23409
VD,20211024070500,23681
VD,20211024071000,23915
VD,20211024071500,24159
VD,20211024072000,24408
VD,20211024072500,24670
VD,20211024073000,24817
VD,20211024073500,24952
VD,20211024074000,25109
VD,20211024074500,25146
VD,20211024075000,25248
VD,20211024075500,25447
VD,20211024080000,25375
VD,20211024080500,25459
VD,20211024081000,25655
VD,20211024081500,25737
VD,20211024082000,25699
VD,20211024082500,25790
VD,20211024083000,25887
VD,20211024083500,25936
VD,20211024084000,26033
VD,20211024084500,26138
VD,20211024085000,26271
VD,20211024085500,26242
VD,20211024090000,26361
VD,20211024090500,26463
VD,20211024091000,26485
VD,20211024091500,26493
VD,20211024092000,26571
VD,20211024092500,26558
VD,20211024093000,26625
VD,20211024093500,26730
VD,20211024094000,26780
VD,20211024094500,26863
VD,20211024095000,26863
VD,20211024095500,26856
VD,20211024100000,26813
VD,20211024100500,26909
VD,20211024101000,26964
VD,20211024101500,27022
VD,20211024102000,27006
VD,20211024102500,27043
VD,20211024103000,26963
VD,20211024103500,27048
VD,20211024104000,27101
VD,20211024104500,27207
VD,20211024105000,27216
VD,20211024105500,27242
VD,20211024110000,27264
VD,20211024110500,27407
VD,20211024111000,27568
VD,20211024111500,27622
VD,20211024112000,27574
VD,20211024112500,27576
VD,20211024113000,27573
VD,20211024113500,27610
VD,20211024114000,27567
VD,20211024114500,27469
VD,20211024115000,27495
VD,20211024115500,27436
VD,20211024120000,27377
VD,20211024120500,27335
VD,20211024121000,27334
VD,20211024121500,27233
VD,20211024122000,27225
VD,20211024122500,27265
VD,20211024123000,27189
VD,20211024123500,27231
VD,20211024124000,27291
VD,20211024124500,27267
VD,20211024125000,27270
VD,20211024125500,27347
VD,20211024130000,27327
VD,20211024130500,27450
VD,20211024131000,27500
VD,20211024131500,27554
VD,20211024132000,27539
VD,20211024132500,27528
VD,20211024133000,27439
VD,20211024133500,27370
VD,20211024134000,27404
VD,20211024134500,27477
VD,20211024135000,27517
VD,20211024135500,27600
VD,20211024140000,27594
VD,20211024140500,27695
VD,20211024141000,27775
VD,20211024141500,27861
VD,20211024142000,27925
VD,20211024142500,28064
VD,20211024143000,28319
VD,20211024143500,28419
VD,20211024144000,28538
VD,20211024144500,28800
VD,20211024145000,28989
VD,20211024145500,29113
VD,20211024150000,29405
VD,20211024150500,29653
VD,20211024151000,29835
VD,20211024151500,29951
VD,20211024152000,30108
VD,20211024152500,30337
VD,20211024153000,30498
VD,20211024153500,30643
VD,20211024154000,30829
VD,20211024154500,30964
VD,20211024155000,31137
VD,20211024155500,31300
VD,20211024160000,31460
VD,20211024160500,31698
VD,20211024161000,31944
VD,20211024161500,31994
VD,20211024162000,32070
VD,20211024162500,32276
VD,20211024163000,32499
VD,20211024163500,32745
VD,20211024164000,32891
VD,20211024164500,32959
VD,20211024165000,33102
VD,20211024165500,33252
VD,20211024170000,33261
VD,20211024170500,33400
VD,20211024171000,33668
VD,20211024171500,33777
VD,20211024172000,33829
VD,20211024172500,33887
VD,20211024173000,33850
VD,20211024173500,33903
VD,20211024174000,33898
VD,20211024174500,33863
VD,20211024175000,33659
VD,20211024175500,33593
VD,20211024180000,33427
VD,20211024180500,33415
VD,20211024181000,33415
VD,20211024181500,33128
VD,20211024182000,33038
VD,20211024182500,32807
VD,20211024183000,32519
VD,20211024183500,32300
VD,20211024184000,31957
VD,20211024184500,31631
VD,20211024185000,31464
VD,20211024185500,31335
VD,20211024190000,31139
VD,20211024190500,30978
VD,20211024191000,31080
VD,20211024191500,30999
VD,20211024192000,30676
VD,20211024192500,30451
VD,20211024193000,30328
VD,20211024193500,30146
VD,20211024194000,29873
VD,20211024194500,29705
VD,20211024195000,29558
VD,20211024195500,29285
VD,20211024200000,29034
VD,20211024200500,28784
VD,20211024201000,28537
VD,20211024201500,28092
VD,20211024202000,27787
VD,20211024202500,27488
VD,20211024203000,27209
VD,20211024203500,27021
VD,20211024204000,26808
VD,20211024204500,26685
VD,20211024205000,26606
VD,20211024205500,26440
VD,20211024210000,26098
VD,20211024210500,26463
VD,20211024211000,26497
VD,20211024211500,26387
VD,20211024212000,26281
VD,20211024212500,26027
VD,20211024213000,25778
VD,20211024213500,25672
VD,20211024214000,25459
VD,20211024214500,25190
VD,20211024215000,24950
VD,20211024215500,24787
VD,20211024220000,24510
VD,20211024220500,24238
VD,20211024221000,24119
VD,20211024221500,24002
VD,20211024222000,23805
VD,20211024222500,23646
VD,20211024223000,23528
VD,20211024223500,23547
VD,20211024224000,23414
VD,20211024224500,23298
VD,20211024225000,23236
VD,20211024225500,23193
VD,20211024230000,23080
VD,20211024230500,23099
VD,20211024231000,22903
VD,20211024231500,22843
VD,20211024232000,23022
VD,20211024232500,22919
VD,20211024233000,22816
VD,20211024233500,22755
VD,20211024234000,22571
VD,20211024234500,22334
VD,20211024235000,22309
VD,20211024235500,22315
VD,20211025000000,22232
VD,20211025000500,22338
VD,20211025001000,22527
VD,20211025001500,22507
VD,20211025002000,22460
VD,20211025002500,22430
VD,20211025003000,22377
VD,20211025003500,22440
VD,20211025004000,22437
VD,20211025004500,22584
VD,20211025005000,22711
VD,20211025005500,22796
VD,20211025010000,22751
VD,20211025010500,22532
VD,20211025011000,22508
VD,20211025011500,22496
VD,20211025012000,22419
VD,20211025012500,22423
VD,20211025013000,22397
VD,20211025013500,22358
VD,20211025014000,22358
VD,20211025014500,22405
VD,20211025015000,22305
VD,20211025015500,22193
VD,20211025020000,22143
VD,20211025020500,22056
VD,20211025021000,22017
VD,20211025021500,21998
VD,20211025022000,22001
VD,20211025022500,21921
VD,20211025023000,21833
VD,20211025023500,21934
VD,20211025024000,21955
VD,20211025024500,21929
VD,20211025025000,21914
VD,20211025025500,21848
VD,20211025030000,21814
VD,20211025030500,21989
VD,20211025031000,22056
VD,20211025031500,22004
VD,20211025032000,21951
VD,20211025032500,21986
VD,20211025033000,21967
VD,20211025033500,21902
VD,20211025034000,21863
VD,20211025034500,21770
VD,20211025035000,21702
VD,20211025035500,21709
VD,20211025040000,21525
VD,20211025040500,21484
VD,20211025041000,21632
VD,20211025041500,21598
VD,20211025042000,21763
VD,20211025042500,21990
VD,20211025043000,21906
VD,20211025043500,21974
VD,20211025044000,22386
VD,20211025044500,22560
VD,20211025045000,22523
VD,20211025045500,22764
VD,20211025050000,22967
VD,20211025050500,23354
VD,20211025051000,23950
VD,20211025051500,24343
VD,20211025052000,24712
VD,20211025052500,25086
VD,20211025053000,25272
VD,20211025053500,25701
VD,20211025054000,26095
VD,20211025054500,26602
VD,20211025055000,27188
VD,20211025055500,27540
VD,20211025060000,27720
VD,20211025060500,28247
VD,20211025061000,29178
VD,20211025061500,29597
VD,20211025062000,30028
VD,20211025062500,30467
VD,20211025063000,30787
VD,20211025063500,30991
VD,20211025064000,31211
VD,20211025064500,31620
VD,20211025065000,31872
VD,20211025065500,32314
VD,20211025070000,32375
VD,20211025070500,32241
VD,20211025071000,32574
VD,20211025071500,32821
VD,20211025072000,32950
VD,20211025072500,33087
VD,20211025073000,33284
VD,20211025073500,33434
VD,20211025074000,33589
VD,20211025074500,33595
VD,20211025075000,33490
VD,20211025075500,33469
VD,20211025080000,33436
VD,20211025080500,33540
VD,20211025081000,33572
VD,20211025081500,33429
VD,20211025082000,33408
VD,20211025082500,33353
VD,20211025083000,33304
VD,20211025083500,33268
VD,20211025084000,33300
VD,20211025084500,33244
VD,20211025085000,33138
VD,20211025085500,33028
VD,20211025090000,32818
VD,20211025090500,32641
VD,20211025091000,32576
VD,20211025091500,32540
VD,20211025092000,32533
VD,20211025092500,32428
VD,20211025093000,32316
VD,20211025093500,32213
VD,20211025094000,32167
VD,20211025094500,32105
VD,20211025095000,32088
VD,20211025095500,32041
VD,20211025100000,32060
VD,20211025100500,32094
VD,20211025101000,32124
VD,20211025101500,31936
VD,20211025102000,31681
VD,20211025102500,31575
VD,20211025103000,31458
VD,20211025103500,31484
VD,20211025104000,31501
VD,20211025104500,31521
VD,20211025105000,31551
VD,20211025105500,31538
VD,20211025110000,31550
VD,20211025110500,31776
VD,20211025111000,32133
VD,20211025111500,32012
VD,20211025112000,31945
VD,20211025112500,31889
VD,20211025113000,31894
VD,20211025113500,31919
VD,20211025114000,31878
VD,20211025114500,31881
VD,20211025115000,31869
VD,20211025115500,31723
VD,20211025120000,31509
VD,20211025120500,31658
VD,20211025121000,31620
VD,20211025121500,31533
VD,20211025122000,31437
VD,20211025122500,31268
VD,20211025123000,31238
VD,20211025123500,31209
VD,20211025124000,31167
VD,20211025124500,31144
VD,20211025125000,31141
VD,20211025125500,31028
VD,20211025130000,30914
VD,20211025130500,30952
VD,20211025131000,30990
VD,20211025131500,31146
VD,20211025132000,31079
VD,20211025132500,31191
VD,20211025133000,31180
VD,20211025133500,31125
VD,20211025134000,31178
VD,20211025134500,31129
VD,20211025135000,31234
VD,20211025135500,31278
VD,20211025140000,31271
VD,20211025140500,31304
VD,20211025141000,31406
VD,20211025141500,31467
VD,20211025142000,31624
VD,20211025142500,31772
VD,20211025143000,31792
VD,20211025143500,31924
VD,20211025144000,32162
VD,20211025144500,32402
VD,20211025145000,32605
VD,20211025145500,32626
VD,20211025150000,32804
VD,20211025150500,32964
VD,20211025151000,33048
VD,20211025151500,33265
VD,20211025152000,33489
VD,20211025152500,33735
VD,20211025153000,34094
VD,20211025153500,34452
VD,20211025154000,34600
VD,20211025154500,34925
VD,20211025155000,35218
VD,20211025155500,35360
VD,20211025160000,35381
VD,20211025160500,35293
VD,20211025161000,35486
VD,20211025161500,35768
VD,20211025162000,35993
VD,20211025162500,36273
VD,20211025163000,36603
VD,20211025163500,36936
VD,20211025164000,37130
VD,20211025164500,37417
VD,20211025165000,37634
VD,20211025165500,37776
VD,20211025170000,37971
VD,20211025170500,38394
VD,20211025171000,38571
VD,20211025171500,38758
VD,20211025172000,39004
VD,20211025172500,38886
VD,20211025173000,38922
VD,20211025173500,38968
VD,20211025174000,38902
VD,20211025174500,38788
VD,20211025175000,38678
VD,20211025175500,38443
VD,20211025180000,38263
VD,20211025180500,38172
VD,20211025181000,38078
VD,20211025181500,37971
VD,20211025182000,37833
VD,20211025182500,37651
VD,20211025183000,37383
VD,20211025183500,37189
VD,20211025184000,36963
VD,20211025184500,36806
VD,20211025185000,36654
VD,20211025185500,36376
VD,20211025190000,36000
VD,20211025190500,35909
VD,20211025191000,35748
VD,20211025191500,35480
VD,20211025192000,35112
VD,20211025192500,34876
VD,20211025193000,34592
VD,20211025193500,34386
VD,20211025194000,34117
VD,20211025194500,33882
VD,20211025195000,33712
VD,20211025195500,33486
VD,20211025200000,33328
VD,20211025200500,33640
VD,20211025201000,32331
VD,20211025201500,31980
VD,20211025202000,31643
VD,20211025202500,31876
VD,20211025203000,31526
VD,20211025203500,31378
VD,20211025204000,31061
VD,20211025204500,30648
VD,20211025205000,30435
VD,20211025205500,30328
VD,20211025210000,30091
VD,20211025210500,29751
VD,20211025211000,29395
VD,20211025211500,29173
VD,20211025212000,28778
VD,20211025212500,28461
VD,20211025213000,28218
VD,20211025213500,27812
VD,20211025214000,27479
VD,20211025214500,27182
VD,20211025215000,26875
VD,20211025215500,26538
VD,20211025220000,26224
VD,20211025220500,26060
VD,20211025221000,25615
VD,20211025221500,25241
VD,20211025222000,25004
VD,20211025222500,24925
VD,20211025223000,24734
VD,20211025223500,24582
VD,20211025224000,24199
VD,20211025224500,23978
VD,20211025225000,23776
VD,20211025225500,23608
VD,20211025230000,23397
VD,20211025230500,23304
VD,20211025231000,23156
VD,20211025231500,22876
VD,20211025232000,22650
VD,20211025232500,22391
VD,20211025233000,22301
VD,20211025233500,22360
VD,20211025234000,22279
VD,20211025234500,22287
VD,20211025235000,22256
VD,20211025235500,22170
VD,20211026000000,22231
VD,20211026000500,22073
VD,20211026001000,22012
VD,20211026001500,21950
VD,20211026002000,21912
VD,20211026002500,21906
VD,20211026003000,22042
VD,20211026003500,22470
VD,20211026004000,22375
VD,20211026004500,22375
VD,20211026005000,22399
